account	job	prebill	Site	name	GLCode	AFE	PO	Rep	description	startdate	stopdate	price	rate	
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Phone Number, Iridium-TM	4045055000050		SO #1266	shawno	4804586454	2011-03-01		55.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Satellite Phone, Irridium-TM	4043055000000		SO #1266	shawno	SIM #8988169514000418561	2011-03-01		210.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Network Monitoring-TM	4021055000000		SO #1266	shawno		2011-03-01		200.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Satellite Phone, MSAT G2-TM	4043055000000		SO #1266	shawno	MTID#154849	2011-03-01		300.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Call Barring-TM	4045055000050		SO #1266	shawno		2011-03-01		10.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Phone Number, New Orleans-TM	4045055000050		SO #1266	shawno	9857464975	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Phone number, MSAT G2-TM	4045055000050		SO #1266	shawno	8772659141	2011-03-01		10.00	Month
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Phone, Bell Style Coinless-TM	4043055000000		SO #1266	shawno		2011-03-01		0.00	
OSFI/ Offshore Specialty	5002117	Yes	DB Swing Thompson	Phone, Bell Style Coinless-TM	4043055000000		SO #1266	shawno		2011-03-01		0.00	
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	Phone Number, Houma-TM	4045055000050			shawno	9857728557	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	Space Segment, 128/64-TM	4013055000000			shawno		2011-03-01		2000.00	Month
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	VSAT Terminal Standard-TM	4013055000000			shawno	Modem: 115793	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	VSAT dish, Azimuth .85m-TM	4043055000000			shawno		2011-03-01		0.00	
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	Phone Number, New Orleans-TM	4045055000050			shawno	9854644293	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002118	Yes	MV Offshore King	Phone Number, Vendor Provided-TM	4045055000050			shawno	Fax Line 9857469091	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	Phone Number, Houma-TM	4045055000050			shawno	985-772-8556	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	VSAT dish, Azimuth .85m-TM	4043055000000			shawno		2011-03-01		0.00	
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	VSAT Terminal Standard-TM	4013055000000			shawno	Modem: 120175	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	Space Segment, 128/64-TM	4013055000000			shawno		2011-03-01		2000.00	Month
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	Phone Number, New Orleans-TM	4045055000050			shawno	9857469265	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002119	Yes	MV Mr Gilbert	Phone Number, Vendor Provided-TM	4045055000050			shawno	Fax Line 9857469322	2011-03-01		0.00	
OSFI/ Offshore Specialty	5002305	No	MV Betty G	Satellite Phone, MSAT G2-TM	4043055000000			shawno	MTID#158035 6007013580 16409813			300.00	Month
OSFI/ Offshore Specialty	5002305	No	MV Betty G	Phone number, MSAT G2-TM	4045055000050			shawno	866-265-6344			71.00	Month
OSFI/ Offshore Specialty	5002306	Yes	MV Brazos Express	Satellite Phone, MSAT G2-TM	4043055000000			shawno	ESN 16409197	2011-06-26		350.00	month
OSFI/ Offshore Specialty	5002306	Yes	MV Brazos Express	Call Barring-TM	4045055000050			shawno		2011-06-26		15.00	month
OSFI/ Offshore Specialty	5002306	Yes	MV Brazos Express	Phone number, MSAT G2-TM	4045055000050			shawno	88772656946	2011-06-26		75.00	month
OSFI/ Offshore Specialty	5002306	Yes	MV Brazos Express	Phone number, MSAT G2-TM	4045055000050			shawno		2011-06-26		1.20	minute
OSFI/ Offshore Specialty	5002307	No	MV Lightning Express	Phone number, MSAT G2-TM	4045055000050			shawno	866-248-0317	2011-06-13		71.00	Month
OSFI/ Offshore Specialty	5002307	No	MV Lightning Express	Satellite Phone, MSAT G2-TM	4043055000000			shawno	MTID#158037 600-701-3583 16409842	2011-06-13		300.00	Month
OSFI/ Offshore Specialty	5002308	Yes	MV Thyphoon Express	Phone number, MSAT G2-TM	4045055000050			shawno		2011-06-25		1.20	minute
OSFI/ Offshore Specialty	5002308	Yes	MV Thyphoon Express	Call Barring-TM	4045055000050			shawno		2011-06-25		15.00	month
OSFI/ Offshore Specialty	5002308	Yes	MV Thyphoon Express	Phone number, MSAT G2-TM	4045055000050			shawno	8662480374	2011-06-25		75.00	month
OSFI/ Offshore Specialty	5002308	Yes	MV Thyphoon Express	Satellite Phone, MSAT G2-TM	4043055000000			shawno	ESN 16409206	2011-06-25		350.00	month
Peak Energy	5002436	No	Basic Rig 10	Space Segment 512/128	4013050000000			admin		2011-07-16		70.00	Day
Peak Energy	5002436	No	Basic Rig 10	VSAT Dish, .96M Auto-Acquire	4043050000000			admin	Shared with Basic Marine	2011-07-16		0.00	
Peak Energy	5002436	No	Basic Rig 10	VSAT Terminal Standard	4013050000000			admin	Shared with Basic Marine	2011-07-16		0.00	
Petrobras	5001173	No	C-Port Fourchon	2-Way Radio, VHF Mobile	4043050000000			tracyp	MV Pao De Acucar	2009-11-18		215.00	Month
Petrobras	5001173	No	C-Port Fourchon	2-Way Radio, VHF Mobile	4043050000000			tracyp	MV Copacobana MOB-5042	2009-11-11		215.00	Month
Petrobras	5001173	No	C-Port Fourchon	2-Way Radio, VHF Mobile	4043050000000			tracyp	C-Port #2 shorebase	2009-11-11		215.00	Month
Petrobras	5001173	No	C-Port Fourchon	2-Way Radio, VHF Mobile	4043050000000			tracyp	MV Gavea MOB-5043	2009-11-11		215.00	Month
Petrobras	5001173	No	C-Port Fourchon	2-Way Radio Base Station	4043050000000			tracyp	Overseas Cascade	0000-00-00		0.00	
Petrobras	5001867	No	Cascade Chinook	2-Way Radio, VHF Hand Held	4043050000000	500018660	4600003497	tracyp	HHR-3040	2011-01-20		65.00	Month
Petrobras	5001867	No	Cascade Chinook	2-Way Radio, VHF Hand Held	4043050000000	500018660	4600003497	tracyp	HHR-3099	2011-01-20		65.00	Month
Petrobras	5001867	No	Cascade Chinook	2-Way Radio, VHF Hand Held	4043050000000	500018660	4600003497	tracyp	HHR-3098	2011-01-20		65.00	Month
Petrobras	5001867	No	Cascade Chinook	2-Way Radio, VHF Hand Held	4043050000000	500018660	4600003497	tracyp	HHR-3096	2011-01-20		65.00	Month
Petrobras	5001867	No	Cascade Chinook	2-Way Radio, VHF Hand Held	4043050000000	500018660	4600003497	tracyp	HHR-3097	2011-01-20		65.00	Month
Petrobras	5002142	No	Overseas Cascade	2-Way Radio, VHF Mobile	4043050000000			tracyp	MOB-5046	2011-03-18		215.00	Month
Petrobras	5002142	No	Overseas Cascade	2-Way Radio, VHF Hand Held	4043050000000			tracyp		2011-03-18		197.00	Month
Petrobras	5002142	No	Overseas Cascade	2-Way Radio, VHF Hand Held	4043050000000			tracyp		2011-03-18		197.00	Month
Petrobras	5002142	No	Overseas Cascade	2-Way Radio, VHF Hand Held	4043050000000			tracyp		2011-03-18		197.00	Month
Phoenix Exploration	5002332	No	Coastal 20	Fax Machine	4043050000000		c-10012s	tracyp	FAX-2150	2011-06-16	2011-07-03	10.00	day
Phoenix Exploration	5002332	No	Coastal 20	Phone Number, Vendor Provided-TM	4045055000050		c-10012s	tracyp	337-205-7943	2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002332	No	Coastal 20	Phone Number, Lafayette	4045050000050		c-10012s	tracyp	337-205-4194	2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002332	No	Coastal 20	Space Segment 256/128	4013050000000		c-10012s	tracyp		2011-06-16	2011-07-03	75.00	Day
Phoenix Exploration	5002332	No	Coastal 20	VSAT Terminal Standard-TM	4013055000000		c-10012s	tracyp		2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002332	No	Coastal 20	Phone Number, Vendor Provided	4045050000050		c-10012s	tracyp		2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002332	No	Coastal 20	Phone Number, Lafayette	4045050000050		c-10012s	tracyp	337-205-4195	2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002332	No	Coastal 20	VSAT Dish, 1.2M Fixed-TM	4043055000000		c-10012s	tracyp		2011-06-16	2011-07-03	0.00	
Phoenix Exploration	5002372	No	Coastal 20	VSAT Dish, 1.2M Fixed-TM	4043055000000	W11007		tracyp		2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	Phone Number, Vendor Provided	4045050000050	W11007		tracyp		2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	Phone Number, Lafayette	4045050000050	W11007		tracyp	337-205-4195	2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	VSAT Terminal Standard-TM	4013055000000	W11007		tracyp		2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	Space Segment 256/128	4013050000000	W11007		tracyp		2011-07-04		75.00	Day
Phoenix Exploration	5002372	No	Coastal 20	Phone Number, Lafayette	4045050000050	W11007		tracyp	337-205-4194	2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	Phone Number, Vendor Provided-TM	4045055000050	W11007		tracyp	337-205-7943	2011-07-04		0.00	
Phoenix Exploration	5002372	No	Coastal 20	Fax Machine	4043050000000	W11007		tracyp	FAX-2150	2011-07-04		10.00	day
Pisces Energy	5000546	Yes	Lafayette Office	Phone Number, Vendor Provided	4045050000050			tracyp	Troy DID: 337.806.1304 3379841524	2008-06-06		34.99	Month
Pisces Energy	5000546	Yes	Lafayette Office	Internet, 3M LUS Off-Net	4012050000000			tracyp	Changed offices on 12/16/10	2010-12-16		487.50	Month
Pisces Energy	5000546	Yes	Lafayette Office	2-Way Complete, Native	4045050000050			tracyp	3373669918	2008-06-06		34.99	Month
Pisces Energy	5000546	Yes	Lafayette Office	Hosted PBX Service	4045050000050			tracyp	Wayne DID: 337.806.1302 1015000546	2008-06-06		250.00	Month
Pisces Energy	5000584	Yes	EW 1003	Phone Number, New Orleans	4045050000050			tracyp	5043219501	2008-07-08		0.00	
Pisces Energy	5000584	Yes	EW 1003	Phone Number, New Orleans	4045050000050			tracyp	5043219500	2008-07-08		0.00	
Pisces Energy	5000584	Yes	EW 1003	Satellite TV, DirecTV	4013050000000			tracyp	1st receiver 004686578164	2008-07-08		150.00	Month
Pisces Energy	5000584	Yes	EW 1003	Satellite TV, DirecTV	4013050000000			tracyp	2nd receiver 002392347486	2008-07-08		50.00	Month
Pisces Energy	5000584	Yes	EW 1003	VSAT Dish, SeaTel 4006	4043050000000			tracyp		2009-09-18		0.00	
Pisces Energy	5000584	Yes	EW 1003	Space Segment 512/384	4013050000000			tracyp		2008-07-08		3500.00	Month
Pisces Energy	5000584	Yes	EW 1003	VSAT Terminal Standard	4013050000000			tracyp	053983	2008-07-08		0.00	
Pisces Energy	5000584	Yes	EW 1003	2-Way Radio, Marine Mobile	4043050000000			tracyp	ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5  TW10003	2008-07-08		0.00	
Pisces Energy	5000605	Yes	VK 385	Phone Number, New Orleans	4045050000050			tracyp	5043219521	2008-07-03		0.00	
Pisces Energy	5000605	Yes	VK 385	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-03		0.00	
Pisces Energy	5000605	Yes	VK 385	VSAT Terminal Standard	4013050000000			tracyp	Modem: 80798 VSAT-1077	2008-07-03		0.00	
Pisces Energy	5000605	Yes	VK 385	2-Way Radio, VHF Mobile	4043050000000			tracyp	ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5 Cus. Owned MOB-5006	2008-07-03		0.00	
Pisces Energy	5000605	Yes	VK 385	Satellite TV, DirecTV	4013050000000			tracyp	012754459647	2008-10-08		150.00	Month
Pisces Energy	5000605	Yes	VK 385	Phone Number, New Orleans	4045050000050			tracyp	5043219520	2008-07-03		0.00	
Pisces Energy	5000605	Yes	VK 385	Space Segment 512/256	4013050000000			tracyp		2008-07-03		1650.00	Month
Pisces Energy	5000606	Yes	MP 265	Phone Number, New Orleans	4045050000050			tracyp	5043219522	2008-07-14		0.00	
Pisces Energy	5000606	Yes	MP 265	Space Segment 512/256	4013050000000			tracyp		2008-07-14		1650.00	Month
Pisces Energy	5000606	Yes	MP 265	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-14		0.00	
Pisces Energy	5000606	Yes	MP 265	VSAT Terminal Standard	4013050000000			tracyp	Modem: 53605 VSAT-1045	2008-07-14		0.00	
Pisces Energy	5000606	Yes	MP 265	2-Way Radio, VHF Mobile	4043050000000			tracyp	ch 1 159.75 pl 94.8 ch 2 159.96 pl 91.5 Cus. Owned MOB-5012	2008-07-14		0.00	
Pisces Energy	5000606	Yes	MP 265	Satellite TV, DirecTV	4013050000000			tracyp	012754734726	2008-07-14		150.00	Month
Pisces Energy	5000606	Yes	MP 265	Phone Number, New Orleans	4045050000050			tracyp	fax line 5043219523	2008-07-14		0.00	
Pisces Energy	5000606	Yes	MP 265	Satellite TV, DirecTV	4013050000000			tracyp	second receiver a10gb8ha311429	2008-10-07		50.00	Month
Pisces Energy	5000607	Yes	ST 204	Phone Number, New Orleans	4045050000050			tracyp	5043219505	2008-07-04		0.00	
Pisces Energy	5000607	Yes	ST 204	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-04		0.00	
Pisces Energy	5000607	Yes	ST 204	VSAT Terminal Standard	4013050000000			tracyp	Modem: 76504 VSAT-1051	2008-07-04		0.00	
Pisces Energy	5000607	Yes	ST 204	2-Way Radio, VHF Mobile	4043050000000			tracyp	ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5 MOB-5002	2008-07-04		0.00	
Pisces Energy	5000607	Yes	ST 204	Satellite TV, DirecTV	4013050000000			tracyp	second receiver 004694458490	2009-07-01		50.00	Month
Pisces Energy	5000607	Yes	ST 204	Satellite TV, DirecTV	4013050000000			tracyp	receiver for pesky	2009-09-23		50.00	Month
Pisces Energy	5000607	Yes	ST 204	Phone Number, New Orleans	4045050000050			tracyp	5043219506	2008-07-04		0.00	
Pisces Energy	5000607	Yes	ST 204	Space Segment 512/256	4013050000000			tracyp		2008-07-04		1650.00	Month
Pisces Energy	5000607	Yes	ST 204	Satellite TV, DirecTV	4013050000000			tracyp	012751586939	2008-07-04		150.00	Month
Pisces Energy	5000617	Yes	HI 523 A	Phone Number, Lafayette	4045050000050			tracyp	3372109545	2008-07-12		0.00	
Pisces Energy	5000617	Yes	HI 523 A	Phone Number, Lafayette	4045050000050			tracyp	3372109546	2008-07-12		0.00	
Pisces Energy	5000617	Yes	HI 523 A	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-12		0.00	
Pisces Energy	5000617	Yes	HI 523 A	VSAT Terminal Standard	4013050000000			tracyp	Modem: 76745 VSAT-1055	2008-07-12		0.00	
Pisces Energy	5000617	Yes	HI 523 A	Space Segment 64/64	4013050000000			tracyp		2009-11-01		925.00	Month
Pisces Energy	5000619	Yes	VER 356	Phone Number, Lafayette	4045050000050			tracyp	3372109548	2008-07-13		0.00	
Pisces Energy	5000619	Yes	VER 356	Phone Number, Lafayette	4045050000050			tracyp	3372109549	2008-07-13		0.00	
Pisces Energy	5000619	Yes	VER 356	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-13		0.00	
Pisces Energy	5000619	Yes	VER 356	Space Segment 512/256	4013050000000			tracyp		2008-07-13		1650.00	Month
Pisces Energy	5000619	Yes	VER 356	VSAT Terminal Standard	4013050000000			tracyp	Modem: 82547 VSAT-1090	2008-07-13		0.00	
Pisces Energy	5000619	Yes	VER 356	Satellite TV, DirecTV	4013050000000			tracyp	added 12/2/10; second receiver never on acct REB 012754582398	2008-07-13		50.00	Month
Pisces Energy	5000619	Yes	VER 356	Satellite TV, DirecTV	4013050000000			tracyp	012757297994	2008-07-13		150.00	Month
Pisces Energy	5000620	Yes	EC 81	Phone Number, Lafayette	4045050000050			tracyp	3372109543	2008-07-14		0.00	
Pisces Energy	5000620	Yes	EC 81	Satellite TV, DirecTV	4013050000000			tracyp	029391697348	2008-07-14		150.00	Month
Pisces Energy	5000620	Yes	EC 81	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1018	2008-07-14		0.00	
Pisces Energy	5000620	Yes	EC 81	Satellite TV, DirecTV	4013050000000			tracyp	Second rcvr added 12/2/10 REB 004686632946	2008-07-14		50.00	Month
Pisces Energy	5000620	Yes	EC 81	Phone Number, Lafayette	4045050000050			tracyp	3372109547	2008-07-14		0.00	
Pisces Energy	5000620	Yes	EC 81	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-14		0.00	
Pisces Energy	5000620	Yes	EC 81	Space Segment 512/256	4013050000000			tracyp		2008-07-14		1650.00	Month
Pisces Energy	5000621	Yes	WC 504	Phone Number, Lafayette	4045050000050			tracyp	3372109533	2008-07-11		0.00	
Pisces Energy	5000621	Yes	WC 504	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-07-11		0.00	
Pisces Energy	5000621	Yes	WC 504	Space Segment 512/256	4013050000000			tracyp		2008-07-11		1650.00	Month
Pisces Energy	5000621	Yes	WC 504	VSAT Terminal Standard	4013050000000			tracyp	Modem: 83048 VSAT-1069	2008-07-11		0.00	
Pisces Energy	5000621	Yes	WC 504	Satellite TV, DirecTV	4013050000000			tracyp	a10gb8kn610739	2008-10-17		150.00	Month
Pisces Energy	5000621	Yes	WC 504	Phone Number, Lafayette	4045050000050			tracyp	3372109532	2008-07-11		0.00	
Pisces Energy	5000654	Yes	Cameron Shorebase	2-Way Radio, VHF Mobile	4043050000000			tracyp	ch1 159.75 pl 94.8 ch2 159.96 pl 91,5 Customer own MOB-5034	2008-12-05		0.00	
Pisces Energy	5000654	Yes	Cameron Shorebase	2-Way Radio, Marine Mobile	4043050000000			tracyp	Customer owned MMR-4009	2008-12-05		0.00	
Pisces Energy	5000654	Yes	Cameron Shorebase	Phone Number, Vendor Provided	4045050000050			tracyp	Cameron Communications 3377752255	2008-12-05		0.00	
Pisces Energy	5000654	Yes	Cameron Shorebase	Phone Number, Vendor Provided	4045050000050			tracyp	Cameron Communications 3377752254	2008-12-05		0.00	
Pisces Energy	5000655	No	MV Maloy G	2-Way Radio, VHF Mobile	4043050000000			tracyp	ch1 159.75 pl 94.8 ch2 159.96 pl 91,5 Customer owned	2008-07-31		0.00	
Pisces Energy	5000747	Yes	WD 54	2-Way Radio, VHF Hand Held	4043050000000			tracyp	customer owned 8F470715	0000-00-00		0.00	
Pisces Energy	5000747	Yes	WD 54	2-Way Radio, VHF Hand Held	4043050000000			tracyp	customer owned 8F470719	0000-00-00		0.00	
Pisces Energy	5002120	No	WD54	VSAT Dish, 1.2M Fixed-TM	4043055000000			tracyp		2011-03-01		0.00	
Pisces Energy	5002120	No	WD54	VSAT Terminal Standard-TM	4013055000000			tracyp	Modem: 116252	2011-03-01		0.00	
Pisces Energy	5002120	No	WD54	Phone Number, Vendor Provided-TM	4045055000050			tracyp	Fax Line 504-208-5386	2011-03-01		0.00	
Pisces Energy	5002120	No	WD54	Space Segment 256/128-TM	4013055000000			tracyp		2011-03-01		1400.00	Month
Pisces Energy	5002120	No	WD54	Phone Number, New Orleans-TM	4045055000050			tracyp	504-321-9518	2011-03-01		0.00	
Pisces Energy	5002120	No	WD54	Phone Number, New Orleans-TM	4045055000050			tracyp	504-321-9517	2011-03-01		0.00	
Pisces Energy	5002227	No	Hercules 204	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	modem 117149	2011-05-06		0.00	
Pisces Energy	5002227	No	Hercules 204	Phone Number, New Orleans	4045050000050			tracyp	Pices Fax 5043219526	2011-05-06		0.00	
Pisces Energy	5002227	No	Hercules 204	Phone Number, New Orleans	4045050000050			tracyp	Pices Voice 5043219525	2011-05-06		0.00	
Pisces Energy	5002227	No	Hercules 204	Phone Number, New Orleans	4045050000050			tracyp	Pices Voice 5043219524	2011-05-06		0.00	
Pisces Energy	5002227	No	Hercules 204	Fax Machine	4043050000000			tracyp		2011-05-06		10.00	Day
Pisces Energy	5002227	No	Hercules 204	Space Segment 512/256	4013050000000			tracyp		2011-05-06		65.00	Day
Pisces Energy	5002227	No	Hercules 204	Phone Number, New Orleans	4045050000050			tracyp	MWD 5043219527	2011-05-06		3.50	Day
Prejean Company	5000494	No	Bertrand	2-Way Complete, Ported	4045050000050			jerrelb	3374061099	2008-04-24		34.99	Month
Prejean Company	5000494	No	Bertrand	2-Way, DID	4045050000050			jerrelb	3373669191	2008-04-24		14.99	Month
Quest Exploration	5001857	No	Hercules 41	Phone, Cordless	4043050000000			tracyp		0000-00-00		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	VSAT Terminal Standard-TM	4013055000000			shawno	Modem: 133631	2011-03-01		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	Space Segment 256/128-TM	4013055000000			shawno		2011-03-01		3000.00	Month
Ryan Marine Services	5002123	Yes	MV Citation	Fax Machine-TM	4043055000000			shawno		0000-00-00		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	Phone Number, Vendor Provided-TM	4045055000050			shawno	4095151450	2011-03-01		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	Phone Number, Vendor Provided-TM	4045055000050			shawno	4095151451	2011-03-01		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	Phone Number, Vendor Provided-TM	4045055000050			shawno	Fax Line 4093540438	2011-03-01		0.00	
Ryan Marine Services	5002123	Yes	MV Citation	VSAT dish, Azimuth .85m-TM	4043055000000			shawno		2011-03-01		0.00	
S2 Energy1, LP	5002124	Yes	SS64	VSAT Terminal Standard-TM	4013055000000			stevel	Modem: 93402	2011-03-01		0.00	
S2 Energy1, LP	5002124	Yes	SS64	VSAT Dish, 1.2M Fixed-TM	4043055000000			stevel		2011-03-01		0.00	
S2 Energy1, LP	5002124	Yes	SS64	Space Segment 256/128-TM	4013055000000			stevel		2011-03-01		1500.00	Month
S2 Energy1, LP	5002124	Yes	SS64	Phone Number, New Orleans-TM	4045055000050			stevel	9856644864	2011-03-01		0.00	
S2 Energy1, LP	5002124	Yes	SS64	Phone Number, New Orleans-TM	4045055000050			stevel	9856644865	2011-03-01		0.00	
S2 Energy1, LP	5002124	Yes	SS64	Phone Number, New Orleans-TM	4045055000050			stevel	Fax Number 9856030077	2011-03-01		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	Harvest Oil and Gas LLC, Grand Bay Field VSAT-1008	2007-02-22		1440.00	Month
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion	4043050000000			tracyp	The Harvest Group LLC, Main Pass 52	2007-02-22		1440.00	Month
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion	4043050000000			tracyp	The Harvest Group LLC, Brenton Sound 32	2007-02-22		1440.00	Month
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Grand Bay 504-321-9510	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Grand Bay Fax 504-321-9512	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Grand Bay Comp Station Fax 504-321-9513	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Main Pass 52 Fax 504-321-9514	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Brenton Sound 32 504-321-9515	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, Houma	4045050000050			tracyp	Grand Bay 985-772-8500	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, Houma	4045050000050			tracyp	Grand Bay 985-772-8501	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, Houma	4045050000050			tracyp	Grand Bay Comp Station 985-772-8503	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, Houma	4045050000050			tracyp	Main Pass 52 985-772-8504	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, Houma	4045050000050			tracyp	Brenton Sound 32 985-772-8505	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 4-line	4043050000000			tracyp	At&T Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 2-line	4043050000000			tracyp	Panasonic Grand Bay Comp Station	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 2-line	4043050000000			tracyp	Panasonic Brenton Sound 32	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion AU Base	4043050000000			tracyp	Grand Bay	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion 5.8GHz Poitn to Point	4043050000000			tracyp	Grand Bay to MP52	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion 5.8GHz Poitn to Point	4043050000000			tracyp	MP52 to BS32	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion SU Remote	4043050000000			tracyp	Grand Bay Comp Station	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	BWA, Alvarion SU Remote	4043050000000			tracyp	Grand Bay TB12	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Switch, Ethernet 8 Port	4043050000000			tracyp	MP52	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Switch, Ethernet 8 Port	4043050000000			tracyp	BS32	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Grand Bay 504-321-9511	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone Number, New Orleans	4045050000050			tracyp	Brenton Sound 32 Fax 504-321-9516	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 2-line	4043050000000			tracyp	Panasonic Main Pass 52	2007-02-22		0.00	
Saratoga Resources Inc	5000001	Yes	Grand Bay	Phone, Analog 2-line	4043050000000			tracyp	Panasonic Brenton Sound 32	2007-02-22		0.00	
